molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL4285221,Nc1cccc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,intermediate,2000.0,261.281,-0.18629999999999997,4.0,6.0
CHEMBL4541962,COc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1OC,intermediate,4240.0,374.40000000000015,3.894400000000002,2.0,5.0
CHEMBL4439128,COc1ccc(-c2cnc3[nH]cc(C#Cc4cccnc4)c3c2)cc1OC,intermediate,1590.0,355.3970000000001,4.041900000000002,1.0,4.0
CHEMBL516312,N#Cc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1,inactive,10000.0,339.35800000000006,3.7488800000000007,2.0,4.0
CHEMBL221722,NC(=O)c1nc(F)cnc1O,inactive,67000.0,157.10399999999998,-0.5798000000000002,2.0,4.0
CHEMBL1655,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,active,970.0,405.969,6.215000000000006,0.0,2.0
CHEMBL4472278,Cl.Cl.Cl.Cl.c1cc(NCCN2CCOCC2)c2ccc3c(ccc4c(NCCN5CCOCC5)ccnc43)c2n1,active,700.0,632.4640000000002,5.111600000000005,2.0,8.0
CHEMBL4586014,Nc1ncnc2c(C[C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,intermediate,3400.0,279.3,-1.862899999999999,6.0,7.0
CHEMBL4068210,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,active,60.0,602.5850000000002,2.3121799999999997,4.0,13.0
CHEMBL4472278,Cl.Cl.Cl.Cl.c1cc(NCCN2CCOCC2)c2ccc3c(ccc4c(NCCN5CCOCC5)ccnc43)c2n1,active,700.0,632.4640000000002,5.111600000000005,2.0,8.0
CHEMBL4445585,Cl.Cl.Cl.Cl.c1cc(NCCCCN2CCOCC2)c2ccc3c(ccc4c(NCCN5CCOCC5)ccnc43)c2n1,active,260.0,660.518,5.891800000000007,2.0,8.0
CHEMBL4589472,CCN(CC)CCCC(C)Nc1ccnc2c(NC(C)CCCN(CC)CC)ccnc12,active,780.0,442.69600000000037,5.474600000000005,2.0,6.0
CHEMBL4528301,CCN(CC)CCCC(C)Nc1ccnc2cccnc12,inactive,10000.0,286.42300000000006,3.552200000000002,1.0,4.0
CHEMBL4467176,CCN(CC)CCCNc1ccnc2cccnc12,inactive,10000.0,258.369,2.773600000000001,1.0,4.0
CHEMBL4563048,Clc1ccc2c(NCCCCNc3ccnc4cccnc34)ccnc2c1,intermediate,2870.0,377.8790000000001,5.135600000000003,2.0,5.0
CHEMBL4454384,c1cc(NCCCN2CCOCC2)c2nccc(NCCCN3CCOCC3)c2n1,inactive,10000.0,414.5540000000003,1.8982000000000006,2.0,8.0
CHEMBL4550796,CCN(CC)CCCNc1ccnc2c(NCCCN(CC)CC)ccnc12,intermediate,4820.0,386.5880000000002,3.9174000000000024,2.0,6.0
CHEMBL4435242,CCN(CC)CCNc1ccnc2c(NCCN(CC)CC)ccnc12,inactive,14110.0,358.53400000000016,3.137200000000001,2.0,6.0
CHEMBL4451043,c1cc(NCCCCN2CCOCC2)c2nccc(NCCCCN3CCOCC3)c2n1,intermediate,2240.0,442.60800000000035,2.678400000000001,2.0,8.0
CHEMBL4574120,CCN(CC)CCCNc1ccnc2c1ccc1c2ccc2c(NCCN3CCOCC3)ccnc21.Cl.Cl.Cl.Cl,active,790.0,632.5080000000005,6.511300000000009,2.0,7.0
CHEMBL4452787,Cl.Cl.Cl.Cl.OC(CNc1ccnc2c1ccc1c2ccc2c(NCCN3CCOCC3)ccnc21)CN1CCOCC1,active,600.0,662.49,4.472500000000006,3.0,9.0
CHEMBL4516357,CN(C)CCOCCNc1ccnc2c1ccc1c2ccc2c(NCCOCCN(C)C)ccnc21.Cl.Cl.Cl.Cl,intermediate,3530.0,636.4960000000004,5.603600000000009,2.0,8.0
CHEMBL4465489,Cl.Cl.NCCCCNc1ccnc2c1ccc1c2ccc2c(NCCCCN)ccnc21,inactive,10000.0,475.46800000000036,5.081400000000003,4.0,6.0
CHEMBL4579818,Cl.Cl.Cl.Cl.NCCCNc1ccnc2c1ccc1c2ccc2c(NCCCN)ccnc21,inactive,10000.0,520.3360000000004,5.1448000000000045,4.0,6.0
CHEMBL4472278,Cl.Cl.Cl.Cl.c1cc(NCCN2CCOCC2)c2ccc3c(ccc4c(NCCN5CCOCC5)ccnc43)c2n1,active,550.0,632.4640000000002,5.111600000000005,2.0,8.0
CHEMBL4445585,Cl.Cl.Cl.Cl.c1cc(NCCCCN2CCOCC2)c2ccc3c(ccc4c(NCCN5CCOCC5)ccnc43)c2n1,active,210.0,660.518,5.891800000000007,2.0,8.0
CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,inactive,16000.0,319.88000000000005,4.810600000000004,1.0,3.0
CHEMBL4565849,Nc1nccc2c1ncn2C1=CC[C@@H](O)[C@H]1O,active,430.0,232.243,-0.020100000000000062,3.0,6.0
CHEMBL4534385,Nc1ncc(Br)c2c1ncn2C1=CC[C@@H](O)[C@H]1O,active,350.0,311.139,0.7424000000000002,3.0,6.0
CHEMBL4528226,Nc1ncc(Br)c2c1ncn2C1=CC[C@H](O)[C@@H]1O,inactive,35110.0,311.139,0.7424000000000002,3.0,6.0
CHEMBL4574399,Nc1nccc2c1ncn2[C@H]1C=C(CO)[C@H](O)[C@@H]1O,active,8.7,262.269,-0.7913000000000003,4.0,7.0
CHEMBL4473489,Nc1ncc(Br)c2c1ncn2[C@H]1C=C(CO)[C@H](O)[C@@H]1O,active,4.2,341.1650000000001,-0.02879999999999988,4.0,7.0
CHEMBL221722,NC(=O)c1nc(F)cnc1O,active,18.6,157.10399999999998,-0.5798000000000002,2.0,4.0
