MW,LogP,NumHDonors,NumHAcceptors
602.5850000000002,2.3121799999999997,4.0,13.0
632.4640000000002,5.111600000000005,2.0,8.0
660.518,5.891800000000007,2.0,8.0
442.69600000000037,5.474600000000005,2.0,6.0
286.42300000000006,3.552200000000002,1.0,4.0
258.369,2.773600000000001,1.0,4.0
377.8790000000001,5.135600000000003,2.0,5.0
414.5540000000003,1.8982000000000006,2.0,8.0
386.5880000000002,3.9174000000000024,2.0,6.0
358.53400000000016,3.137200000000001,2.0,6.0
442.60800000000035,2.678400000000001,2.0,8.0
632.5080000000005,6.511300000000009,2.0,7.0
662.49,4.472500000000006,3.0,9.0
636.4960000000004,5.603600000000009,2.0,8.0
475.46800000000036,5.081400000000003,4.0,6.0
520.3360000000004,5.1448000000000045,4.0,6.0
632.4640000000002,5.111600000000005,2.0,8.0
660.518,5.891800000000007,2.0,8.0
319.88000000000005,4.810600000000004,1.0,3.0
232.243,-0.020100000000000062,3.0,6.0
311.139,0.7424000000000002,3.0,6.0
311.139,0.7424000000000002,3.0,6.0
262.269,-0.7913000000000003,4.0,7.0
341.1650000000001,-0.02879999999999988,4.0,7.0
157.10399999999998,-0.5798000000000002,2.0,4.0
